index,text,label
101,I'm blocked by 4 of the most frequent posters on #YesAllWomen. 2 of which I've never even debated with. Can't handle facts  #SemST,AGAINST
273,A vote by a woman is a wasted vote @femfreq @feministculture #SemST,AGAINST
513,usa is only good at futbol if women are playing #SemST,AGAINST
228,"As a child, had to 'recycle' own socks from festering laundry heap, as feminist mother says ""I'm not your slave! #SemST",AGAINST
259,"@LaNaria_Athalia Are you using women as sex objects to sell your sexist hate movement, yes you are. #SemST",AGAINST
524,"Hey, all you #prolife-ers, if Socrates was born mortal, and his mother thus doomed him to die, is she a murderer? #SemST",NONE
143,WHO DO I GOTTA FUCK TO NEVER FEEL LIKE I GOTTA FUCK SOMEBODY? #SemST,NONE
443,Want revenge for being a slut?  Cry rape.  Then lie to the world and carry a mattress with you.  #rape #UglyFeminist #SemST,AGAINST
28,@bethany_jayneW its cool I got the greenlight I'm back on ur side #SemST,NONE
151,"Everfetching: i wanna chat with a feminist, or a feminazi at the the moment. just to hear sides ya know?  #feminist #feminazi #SemST",NONE
434,"For all y'all who only pay attention to men's sports, something fairly important is happening now with USA women's soccer #SemST",AGAINST
261,RT VivienneDenue: bittergourd TheMarySue thank you! My game is going to knock your socks off! #femaleprotagonist #gamersunite #in... #SemST,FAVOR
356,If the sexes had equal intellectual abilities the collective inferiority complex of feminism would not be necessary. #SemST,AGAINST
367,@deanesmay @JenMurray41 Bc feminists know everything about being a man. #SpankAFeminist #gamergate #SemST,AGAINST
104,@UN_Women @WomenUndrSiege @OSCE_RFoM It should be considered a hate crime if someone makes a threat against a woman. #SemST,FAVOR
131,Lehi high school is my favorite school due to @cltnroberts ps yo gleaves hit me up  #MondayMotivation #WhatAreYouAfraidOf #SemST,NONE
446,A woman is not a sex object. She's a person. #truth #wisdom #womensrights #media #life #humanity #love #society #SemST,FAVOR
5,Yes women it's not fair that men staying at home is shamed by society. We must change ppl additudes  #everydaysexism #SemST,FAVOR
77,I believe that every women should have their own rights!! #SemST,FAVOR
281,Just heard the most inspiring interview w one of my heroines @monaeltahawy on @bbcworldservice #women #islam  #revolution #SemST,FAVOR
512,"RT gamergatenews: RT CaptHaddock83: Ha Ha hilarious! #Feminists desending on #SpankAFeminist like mad harpies, #SJWs #game... #SemST",AGAINST
103,.@brigadam @KlaraJoelsson The child could be seized for adoption to prolife couples or raised by mom alone - no $$. #SemST,NONE
492,"I am #NotAFeminist b/c human rights are for all humans, not just half of them.   #antifeminism #antifeminist #SemST",AGAINST
231,"We teach the young rubbernormative messages about how they ""should"" use condoms, as if rawdogging is somehow wrong #teamnocondom #SemST",NONE
302,".@johnny_nimble @__heyheather @cooImemegirl ""Equality"": a term used by feminists to poorly hide supremacist agendas. #SemST",AGAINST
163,The responsibilities Feminism admits are as ornamental as the intelligence of the average feminist. #OnlyRights #SemST,AGAINST
257,"Gender research helps to develop nursing research  theoretical frameworks, concepts and methodology. @genderanded #research #SemST",NONE
298,"One time I said girls don't like being called sluts to a guy and he said ""you can't speak for everyone #SemST",FAVOR
426,"@HeyItsAlexM @Keatmyshiz hes lyin to u maam, u can see thru this transparent asshat. just call him a moron u no u wanna do it #SemST",AGAINST
352,"DEAR FEMINISTS IN GAMING  Respect is earned with hard work, not playing the victim.  #GamerGate #SemST",AGAINST
415,"Amusing how feminists swap their own personal ""I don't like it"" by ""Women don't like it"".   #GamerGate #NotYourShield #SemST",AGAINST
138,Pushing misinformation about #wagegap is the new anti vaccination. #SemST,AGAINST
427,"when they say men look at women like a piece of meat what do they even mean, they want to cook & eat her? #YesAllWomen #SemST",FAVOR
17,"@it_is_cancer @fat_tush categorizing homelessness as a ""job"". #SemST",NONE
286,I am obsessed with becoming a woman comfortable in her skin.  Sandra Cisneros #latinx #woc #SemST,FAVOR
144,Upload sexually provocative pics up for all to see. But if someone you aren't attracted to looks it's harassment? Right #SemST,AGAINST
157,"Women are shamed if they don't want children, but then told if they want to be payed equally they shouldn't have children at all. #SemST",FAVOR
159,@evelynlns @jes_chastain Agree 100 %! She radiates beauty from the inside out. Such a role model for all  #SemST,FAVOR
340,"You are not penetrating our vaginas, we,  WE ARE ENGULFING YOUR PENISES!  #insideamyschumer #SemST",FAVOR
406,"There is one more basic cause [of the abuse of women], and that is that, in general, men don't give a damn. (Jimmy Carter) #SemST",AGAINST
411,"With or without this farmer's tan, I bang bare bitches #MisogynistColloquialisms #DontSayBitch #SemST",NONE
495,So if I find a woman attractive I'm an objectifying pig. If I don't find her attractive I'm a shallow pig. #SemST,AGAINST
358,The queen won the royalty race not the king or prince #SemST,FAVOR
164,Downvoting my youtube videos is hateful and sexist! #gamergate #femfreq #radicalbytes #videogame #gaming #SemST,FAVOR
369,There is nothing more inspiring that the drums at the beginning of #RunTheWorldGirls by @Beyonce... It feels like the rise of #SemST,AGAINST
187,"Dear 80 percent of women: you don't think like us hence you are scum. - Love, @Jezebel #GamerGate #SemST",AGAINST
121,I'm all for feminism but I can't stand the female entitlement and sense of over worth the popular culture presents.   #Meninist #SemST,AGAINST
170,The rule of attention is you always get both: wanted and unwanted. But Feminists hypocrites only want one. #GamerGate #SemST,AGAINST
192,now let's raise the pay for females and make it equal to what men get payed #EAQUALITY #SemST,FAVOR
528,Your physical appearance doesn't define your worth.People should be heard whether theyre conventionally attractive or not. #SemST,FAVOR
306,Pop quiz: Whats the greatest fear of the oppressor? #humanrights #BlackLivesMatter #SemST,NONE
253,Just watched Mad Max: Fury Road.  Amazing! Everything! And as a woman watching this film... Amazed. #MadMaxFuryRoad #SemST,NONE
475,@TheRuIes @xDirtyDianna why not she's clearly a part of the squad females can't be with guys without being looked at as a hoe #SemST,FAVOR
176,You know you're in a patriarchy when women are the ones who are blamed for prostitution #whatisjustice #inequality #SemST,FAVOR
118,@Daily_Feminism -- give us a follow back.   #feminist #SemST,FAVOR
109,In reading the #BeingFemale tweets I realized how fortunate I am to be able to rent and live in an apartment alone. #rights #fight #SemST,AGAINST
470,Sometimes I overheat and want to take off my shirt but can't because of social expectations of people with breasts. ;n; #SemST,FAVOR
269,"@draumkunta also, sorry I'm too busy being a gorgeous feminist to give a shit about your beauty standards #SemST",FAVOR
461,This just in: Pop culture still hates women. #SemST,FAVOR
337,DateOffCampus: Now part of the regular lineup  #SpankAFeminist #feminazi #MRA #Fak... #SemST,AGAINST
384,V! Can't wait to see you! # #SemST,NONE
487,Feminism is nothing more than a cult that closes ranks whenever someone dares question them. #SemST,AGAINST
166,Feminists spread misandry. Always try two  create gender conflicts.   #FeminismIsCruelty #dontmancriminate #SemST,AGAINST
325,@Ricky_Vaughn99  Why is it called HIStory and not HERstory ?!   #SemST,FAVOR
272,Wonder what it'd be like to wear a dress and NOT be sexually harassed for it.  #YesAllWomen #SemST,FAVOR
100,"The most upsetting of all of these however, was when I was greeted with shock and disgust for the fact I have ambition and #SemST",FAVOR
531,@james_WTF don't be saying these inconvenient truths. It might hurt the narrative. #SemST,NONE
202,Why do feminists hate @Lauren_Southern so much? Because she's one thing none of them are:  Beautiful.  #GamerGate #SemST,AGAINST
71,"Amusing how Feminists & Creationists swap their own personal ""I don't like it"" by ""God/Women don't like it"" #GamerGate #SemST",AGAINST
332,"DEAR FEMINISTS  Give a complete version of feminism, not the dictionary definition. Or what? No man-hate?  #GamerGate #SemST",AGAINST
125,"Time to go hashtag crazy, then... #Folklore #UKTourism #Britain #Storytelling #Myth #Legend #Equality #Multicultural #Folk #SemST",NONE
191,@JahMMARastafari @Vosnic you're incredibly bigoted. From rape to homosexuality.  #mensrights #SemST,AGAINST
226,@_aimless the friend of my enemy is my pizza delivery guy. #vegans #blessed #SemST,NONE
7,feminists be like: don' judge a book by its cover! unless the cover is a straight white male. #SemST,AGAINST
430,feminist: *says something about women to be treated as equal human beings*  some asshole: you're ugly  wow nice okay lmao  #SemST,AGAINST
92,"Men that want ""credit"" from women for being feminists are not feminists at all.  They're just men wanting more privileges #vaw #p2 #SemST",FAVOR
14,"What about how in the world of weed, the male plants are mostly deemed useless as they only produce seeds & don't flower #SemST",AGAINST
229,pls don't h8 me my last tweet was OBVIOUSLY a joke #luv #rightsforall #SemST,NONE
161,#HowToBeUnhappyLikeAFeminist?  Feminists fill their conversations with gossip & HATE AKA #killallmen.  #GamerGate #SemST,AGAINST
216,Men are dirty & evil yet feminism is happy to take their money via the state in a form of collective prostitution. #SemST,AGAINST
247,"@jowilliams293 Feminists, go to the gym, lose some weight and stop to blame society for everything #SemST",AGAINST
294,"Wives who dislike cooking mk husbands diet, saying they'll stay fit Actually they want to avoid cooking ;) MCP #WomensProgress2015 #SemST",FAVOR
197,Why do girls/women spend so much time to be pretty and attractive and then complain if they're reduced to a sex symbol? #SemST,AGAINST
310,"People say I'm a bit young to be into politics. But honestly, I just stand for what I believe in. #MarriageEquaility #coexist #SemST",NONE
456,stop with the male animators we want female animators  #SemST,FAVOR
422,"IF FEMINISTS WERE HONEST ""Be careful, don't say 3rd world women suffer more or I will say you are a rapist"" #GamerGate #SemST",AGAINST
36,I will say it again: only a low self esteem person will be oppressed by bikini/models ads. Get help #SemST,AGAINST
282,Someone should do a #Meminist Frequency video response highlighting the violence against men portrayed in video games. #SemST,AGAINST
463,@sammikluber I'm just stating the facts #SemST,NONE
20,"Can't win for trying on @H1Z1game. Either ""trying too hard for help"" or ""only winning because of the guys."" Seriously, F off. #SemST",NONE
220,"Starting to compile evidence for blog post, how modern feminism shares the same traits as the Nazi propaganda #antifeminism #SemST",AGAINST
25,The meaning of peace is the absence of opposition to socialism. #GamerGate #SemST,NONE
472,Really interesting debate about whether men can also be feminists #BSCConf15 #criminology #SemST,AGAINST
350,"#BeautyRant 7-Why have I been taught to hate my knock knees? Why must it be a compliment that you call me a ""yellow bone""? #Beauty #SemST",AGAINST
368,Staying well informed on sexual violence in the news is important yet often leaves me ranting at screen. #rapeculture #SemST,FAVOR
509,"If the Olympics were 100% feminist, the men's division would be erradicated for ""equality""  #GamerGate #SemST",AGAINST
345,I shouldn't have to be holding a man's hand to be left alone on the street.  #catcalling #streetharassment #equality #SemST,FAVOR
280,@FCKH8 is the poster child for why identity politics suck. #SemST,NONE
111,@OccupyCourt Family Court is not a court. It is INQUISITION. #FEMINAZIS #SemST,AGAINST
102,@RiotChildArmy Even though we all know which gender is superior. =) #SemST,FAVOR
222,The fact that Chris Brown is somehow still famous is why I need #SemST,NONE
112,RT @KennyWarner: Look for our latest indiegogo campaign coming out soon to help turn young girls into great leaders. #womensrights #SemST,FAVOR
66,If feminists are ugly then what are the people calling them ugly must be vile #SemST,FAVOR
218,Feminism then: Fight for women's rights  Feminism now: Find the most petty first world problem to whine about.  #SemST,AGAINST
501,@BruiseAurora i'm advocating men to stop loving women. Just have sex with them . #everydaysexism #SemST,AGAINST
185,@Piddy_X @Nero @CYBERSTALIN It's an attempt at a @GodfreyElfwick parody. #ProteinWorld #BaltimoreRiots #socialism #SemST,NONE
110,@amin86660132 @justsoshelby  Very nice work. I'm happy to hear your autistic friend is able to express himself this way #SemST,NONE
341,RT @WeNeedFeminism: I don't want to choose between having a family or having a career #SemST,FAVOR
212,"I'm honestly surprised that feminist extremists like @lenadunham aren't screaming ""sexist!!"" at gay men. #SemST",AGAINST
449,Anyone find it funny that #Feminists use #TakeitLikeAMan when they don't want to understand what it means to be one?  #SemST,AGAINST
29,Feminists are not ugly lol they do make me laugh though. They are the most hypocritical people on the planet #SemST,AGAINST
217,"Heads up, everyone in America benfits from #SemST",AGAINST
307,"IF FEMINISTS WERE HONEST   ""Tell me the truth but make sure you agree with me.""  #GamerGate #SemST",AGAINST
438,DEAR FEMINIST SUPPORTERS People like you with your endless concessions to feminists just prevent their accountability. #SemST,AGAINST
313,We are actually watching a video on radical feminism in history this is the funniest movie ive ever seen #SemST,AGAINST
386,"Anti-#gamergate people who say GG is about ""Zoe Quinn"" are defending domestic abuse.   #NotYourShield #WomenAgainstFeminis... #SemST",AGAINST
409,"DEAR LYING FEMINIST JOURNALISTS  If candy crush saga is ""hard core gaming"" then masturbation is marriage.  #GamerGate #SemST",AGAINST
365,texting my bf telling him to shave today so i find him optimally bangable next time i see him #SemST,AGAINST
210,"#SharkRocket ""Real People, Real Results"" commercial only includes women - So, men don't vacuum? #NotBuyingIt #SemST",AGAINST
442,"@BizerBizer @GiftofGodsFavor It's a sexist, misandrist whine-fest drenched in victimhood. #SemST",AGAINST
21,"@shunter395 True, but it's in quotes, and I had to take the opportunity to promote #SemST",NONE
297,@YMFROMTHEBLOCK YES girl you can put almost anything in that joint #Islam #SemST,NONE
413,"M: FEMINISTS NEED TO GROWA SENSE OF HUMOR W: Okay. (sips from ""Male Tears"" mug) M: AAIGH!  MISANDREEEEEEEEEEE  #YesAllWomen #SemST",AGAINST
335,@Tesco @TescoMedia @TescoFood Disgusted to see you were selling DVDs of 'Fifty Shades of Grey in your Chillingham Road branch #SemST,NONE
496,DEAR FEMINISTS  Start asking for accountability from man-haters instead of shielding them for convenient concealment.  #SemST,AGAINST
517,"The only reason, I stopped at each entrance in #walkingstreet is to have a #LawOfAttraction #viewpoint #dailydevotional #SemST",NONE
235,"I HOPE YOU GET RAPED is apparently how misogynists say ""How dare you not bend to my will?""  #YesAllWomen #SemST",FAVOR
80,#YesAllWomen should know how to protect herself. Which is why I carry a gun. #republicanvalues #SemST,FAVOR
308,"Extinction of insects,dangerous herbs,gigolo services,religious fanaticism,fake BEERcans-Y Malaysia Radio&media FAIL2discuss? #SemST",NONE
18,"@arristotlee Thank you, #progressive-minded pursuers of familial and societal Dystopia. #Democrats #Liberals #SemST",NONE
200,"If you're a feminist, stop whining on the internet and step up your game. Guys in Baltimore riot for their cause. Get shit done. #SemST",AGAINST
279,@POWSIMIAN does a vegan diet make you immortal? either way we're all gonna die #SemST,NONE
510,@Mike_Charmander @MsLatina a right doesn't have to come from a law. They're called equal rights not equal laws #SemST,FAVOR
518,@sass_unicorn lol! Young male children for #SemST,NONE
150,"@ZaraLovesScript A bloke we both know, @BigGoodJohn, asked me to offer congrats for being clever; still seems stunned girls ARE. #SemST",AGAINST
78,Feminism is Radical Islam painted in pink.   #GamerGate #SemST,AGAINST
361,Feminists don't even understand what feminism is. #SemST,AGAINST
31,"@moonsmuke Wow. A threat of violence from a feminist, when I've been nothing but polite. I might report this . . . #SemST",AGAINST
67,"As Chip Kidd announces the readers & asks us to hold their applause, the audience cant hold it back for @GloriaSteinem #poetry #SemST",NONE
1,@randomtweetor i hate to break it to u bruh but women do get pretty for us. They get pretty to show other women #feminist #SemST,FAVOR
