index,text,label
172,"Why is HRC so popular?  This deceptive socialist accomplished nothing. Is only wife of an impeached President, who enabled UBL.   #SemST",AGAINST
177,Who's monica Lewinsky's favorite football player? Ha-Ha Clinton Dix  #SemST,AGAINST
253,The biggest dumps of bad info is b4 a holiday weekend. What comes out of WH and state dept today? #HillaryEmails  #LiarLiar #SemST,AGAINST
77,"Everything abt @HillaryClinton is BOGUS. Her issues, her history, her #Iowa trip, her #Twitter followers, her campaigning #SemST",AGAINST
338,Great that @HillaryClinton attended #ClementaPinckney 's funeral today!! #SemST,FAVOR
124,#hillaryclinton is a champion of data_split removal. #SemST,AGAINST
385,Cruz-- Perry 2016 @tedcruz @GovernorPerry It's the only win-win choice #SemST,AGAINST
231,Well Strung is what should happed the next time these Hillary-loving ass douches encounter some trees. #RedEye #SemST,AGAINST
497,Breaking News: #Hillary trades campaign bus for a broomstick. #SemST,AGAINST
486,@HillaryClinton I'd ask #HillaryClinton to stop lying about #Benghazi & #ClintonFoundation ties to #terrorist #muslim #ISIS. #SemST,AGAINST
386,I'm going to apply for the Intern job #SemST,NONE
461,"@tjhansen @owillis serious, if trump runs you'll get a trump tattoo? Calling the Donald!! #SemST",NONE
214,Hillary is killing it so far on the trail. She's finally showing her personal side and I think it will benefit her profoundly. #SemST,FAVOR
185,"@VRWCTexan WOW, she's one to talk #SemST",AGAINST
449,"@politico  ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST",AGAINST
207,@PhilGlutting @megadreamin Thank you so much for RT and FAV!!! #WakeUpAmerica #Rubio2016 #Cruz2016 #SemST,AGAINST
400,Our Queen City is currently infested w/ out-of-state plate Priuses driven by millennials w/ Hillary bumper stickers. #MHT #SemST,AGAINST
20,Loved talking with Yvette today about education and women's voices in politics. Can't wait to see her on caucus day! #FellowsIA #SemST,AGAINST
103,@Callisto1947 @texasman2008 @AmyMek Hillary's new Campaign Slogan:  HILLARY - NOTHING TO HIDE EXCEPT THE TRUTH !!!  #TCOT #CCOT #SemST,AGAINST
140,@HillaryClinton loving the new colorful profile pic! #loveit #SemST,FAVOR
268,Since #SNL ain't that funny anymore please @JoeBiden run for president.. if even just for the hilarious debates between you & #SemST,AGAINST
491,Remember back when #CrackerBarrel gave in 2 #PoliticalCorrectness over #DuckDynasty ? #Wakeup #NASCAR  b4 it's to late  #tcot #SemST,NONE
31,"Didn't realize Bob Dole was mentioned in Tupac's ""How do u want it"" #YesterdaysLeaders #SemST",NONE
451,@Chris_1791 @newsbusters 2 years ago #Hillary never answered whether she used private email #Liberal media passed on reporting #SemST,AGAINST
129,@marymorientes Love it. It happens in my world too! #SemST,NONE
39,@AlyssSmithh There she is pant suite Hillary to hide those thighs #HillarysDonors #HillarysBigAnnouncement #Benghazi #Obama #SemST,AGAINST
478,RT @Glenn_Hegar: Follow if you stand against Hillary in 2016! #SemST,AGAINST
504,#HillarysAccomplishments Being a total clusterfuck at anything she does. #ReadyForHillary #UniteBlue #TopProg #TPOT #LibCrib #SemST,AGAINST
133,@AnitaFinlay @politico Hillary's doing the right thing -- staying focus on her campaign. #SemST,FAVOR
121,Chipotle employees shouldn't complain Hillary left nothing in the tip jar. They're lucky she didn't dip in and help herself #SemST,AGAINST
391,@CBSThisMorning Bernie Sanders had record crowds in Madison wis why no mention from you guys you talked about trump #Trump #SemST,NONE
132,"@hughhewitt like I tweeted you way back when, #ACA software can be fixed , but GOP strategic mistake of 'repeal' can't be fixed #SemST",AGAINST
212,Hillary's campaign events are scripted dog & pony shows designed to shelter her from vetting b4 the coronation #SemST,AGAINST
178,Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  #LoveWins #MikeHuckabee #Rubio2016 #SemST,FAVOR
40,@17leete17 hahaha. He is some kind of special..  this is why Hillary's going to win! Hahaha. #SemST,FAVOR
217,"YAAAS, Hillary! @TsarRhys wins best dressed here at the #Merrimack 4th of July parade! #HillaryforNH #SemST",AGAINST
60,"@redsteeze:  Broke, as in Dead broke"" Elitist Nauseating Get behind the rope  Hateful Arrogant Z Ideologue  Someone else add Z. #SemST",AGAINST
455,"@Temp15544 @icedecay @BrooklynJuggler @classic_mouth In this context, to all practical extents and purposes? It means #SemST",NONE
244,"@DrMartyFox @BossHoggUSMC @JohnFromCranber @seanhannity @SheriffClarke Fine, they can leave USA & never come back. #OiP #Cruz2016 #SemST",AGAINST
100,@JusticeWillett at least he has a platform #SemST,NONE
336,@MyOTRadventure Compassion the new frontier Hillary will go where she's never gone before She'll need a village & a committee #SemST,AGAINST
230,Too far @realDonaldTrump. That's just too fucking far. #BaltimoreUprising #Obama #SemST,NONE
155,If I run for office this will be my original logo:          M   #libertynothillary  #HillNo #tcot #UniteBlue #SemST,AGAINST
365,It's what's best for business and presidential seat for #HillaryClinton  #SemST,AGAINST
179,"@HillaryClinton I wish u were in Benghazi instead of those great people, chronic liar and power hungry animal #SemST",AGAINST
382,"@HillaryClinton lied about the cost of the gala, she was fined for it, but if it were @GOP they'd be in jail  Unfit for office  #SemST",AGAINST
198,"@vendettajane Thanks for the follow, may God bless you and your family !  #freeallfour #SemST",AGAINST
13,@readyforHRC @HillaryClinton  Support encourage #HillaryClinton president #UnitedStates world is success of women in  world #SemST,FAVOR
314,Those aren't pantsuits. They are camouflage outfits carefully tailored to minimize silhouette. Think stealthsuits.Very high tech. #SemST,AGAINST
404,@anthonyweiner super out of touch and stupid.   Please go away. #NYCPride #NYC #SemST,AGAINST
264,I'd still rather have Aaron Hernandez as President than Hillary.  #SemST,AGAINST
299,Go watch America: Imagine A World Without Her. It'll make you realize how lucky we are to live in the best country on Earth #SemST,NONE
73,@JebBush Here are my thoughts on the ruling: keep your archaic non-science based beliefs out of the laws of our secular nation #SemST,NONE
158,If you're not watching @HillaryClinton's speech right now you're missing her drop tons of wisdom. #SemST,FAVOR
258,@HillaryClinton @BarackObama The whole #world is supporting you. #SemST,FAVOR
95,@awadgolf @Crossbearer1956 @ScottSaxman1 This is why I'm not voting for Hillary #SemST,AGAINST
15,Laughing at the Republican Party. The BEST they can offer is #DonaldTrump and #JebBush?   #HillaryClinton has got this! #SemST,FAVOR
421,"Hillary Clinton keeps sending me emails, and when I try to unsubscribe, I get an error message. THIS IS CANCER #SemST",AGAINST
79,"3. Fixing America's political system by getting rid of ""unaccountable"" money, and 4. Protecting the country. #SemST",NONE
352,YES! Community policing is answer to rebuilding trust in our communities between law enforcement and the people they serve. #SemST,NONE
429,Too many women in too many countries speak the same language  of silence. HILLARY CLINTON #HillaryCliton #Hillary4Women #SemST,FAVOR
452,Hopefully Hillary Clinton gets cancer and dies before she gets the opportunity to embarrass our country any further. #july4th #SemST,AGAINST
163,RT @ZerlinaMaxwell: Huge cheer for universal child care and early childhood education. #SemST,NONE
112,@gerfingerpoken @jjauthor one can only hope #SemST,NONE
14,@Molls30 @HillaryClinton I love it! One of our biggest donors is Saudi Arabia. They support women's rights completely! #GoTeam #SemST,AGAINST
88,@readyforHRC   Support encourage #HillaryClinton president #UnitedStates world is success of women in  world #SemST,FAVOR
281,I got it! I got it!   A Hillary accomplishment!   She's managed to stay out of prison despite a 30-year crime spree. #tcot #ocra #SemST,AGAINST
6,Great comments by @MittRomney about pathological liar #HillaryClinton . #SemST,AGAINST
114,"#Putin, #NothingMoreAmericanThan voting based for a politician to lead the country when she can't even handle email. #think #SemST",AGAINST
333,"@SoCaliMilitia1 @CzarofFreedom  That God for global warming melting icebergs, never gets prosecuted for her crimes #Liberals #SemST",AGAINST
146,@dhz26 I love a good sale. Money well spent. 2 birds with 1stone. #LoveWins #SemST,NONE
141,"take faith that almost every political entity around you, whether dissident or not, serves no good purpose #Dempublicans #SemST",AGAINST
48,"Headed to Chester, SC for a big hillary canvass! Join me. Wylie park 11-3 #SemST",FAVOR
442,@politico Remember when millions of GWBush's emails went missing or deleted re Iraq War and nobody had a hearing? Yawn! #SemST,NONE
134,@megynkelly Hahahaha combed through emails!!! Bunch of scumbags!!! #NoHillary2016 #SemST,AGAINST
110,"I am a big HILLARY Clinton supporter. My plan is working, poor Donnie doesn't even know. #Trump2016 #SemST",AGAINST
71,HER NAME IS RIO AND SHE DANCES IN THE SANAAAAAND!!! WHOOOO!! #tcOT #SemST,AGAINST
50,@Logan_RTW I agree with her previous stance; and I'm sure she still believes in what was said before. #SemST,AGAINST
180,I can vote in 2016 after all ayyyyyyyyyy #SemST,NONE
460,@realDonaldTrump @WhoopiGoldberg @Univision #VoteForHillary @HillaryClinton isn't racist. A leader who demands #EqualityForAll #SemST,FAVOR
57,Can't wait to get my #YaaasHillary shirt!  @HillaryClinton #SemST,FAVOR
364,@HillaryClinton said #AllLivesMatter just like she said marriage was between a man and a woman! Giver her a few more years #SemST,AGAINST
371,@realDonaldTrump @MalachiNorris lol!!!!  That is one of the funniest things I've heard in a while!!!!  #SemST,NONE
115,Can anyone name the jobs #HillaryClinton has been responsible for creating.. Even her security is an entitlement... #SemST,AGAINST
440,#Christie2016 you can't claim #Bridgegate wasn't your fault when you were the man behind the wheel. #GOP  #TeaParty #TCOT #DEM #SemST,AGAINST
305,@HillaryClinton Yes I can and will. #SemST,FAVOR
113,"96 commit cards collected for Hillary in Greenville, SC so far! #FellowsSC #SemST",FAVOR
322,Hilliary: I provided all work related emails  State Dept: There are work related emails you didn't provide  #Hillaredacted #SemST,AGAINST
58,Casually hangin' with @HillaryClinton on a conference call while taking a break at #ACUHOI. #SemST,FAVOR
89,LOOKING FORWARD TO #CUBA EXPANDING MAJOR EXPORTS OF PICK UP TRUCKS CONVERTED INTO RAFTS!! SO EXCITING! #tcot #SemST,AGAINST
316,"@clantro @jjauthor @CarmineZozzora  Why not, they lie about everything else, even when confronted with the truth.  #freeallfour #SemST",AGAINST
7,"@kin2souls @sunbeltgirl @ChristiChat ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #SemST",AGAINST
82,@thehill all the more reason to vote #Democrat in 2016. #ACAworks #GetMoneyOut #RestoreTheVRA #Bernie2016 #waronpoverty #SemST,FAVOR
56,@HuffPostPol If @HillaryClinton can do half of what he did then she would be doing is a favor #SemST,FAVOR
182,"She's NOT a WOMAN, she's a POLITICIAN. #WhyImNotVotingForHillary #StopHillaryClinton2016 #Benghazi #savetheUSA #SemST",AGAINST
254,@frodofied SO? THt will NEVER erase their support of DOMA & silence on #LGBT #LGBTQ rights until it is politically aventageous. #SemST,AGAINST
194,How can we expect u to make good financial decisions for the US if u can't manage ur own multimillion $ salary so ur not broke #SemST,AGAINST
415,@jimlibertarian @peddoc63 @Callisto1947 @MaydnUSA @c5hardtop1999 @surfermom77 @SMolloyDVM That's right! #SemST,AGAINST
290,@philadper2014 @LouiseKatina Hillary's New Campaign slogan is:  HILLARY - NOTHING TO HIDE BUT THE TRUTH!  #tcot #WakeUpAmerica #SemST,AGAINST
327,"So we're to believe that ""Santa"" is a hairstylist?   Um... okay. You often need code for that. #Lies #SemST",NONE
313,"Do we breathe & live or ignore & collectively succumb to toxins of political, ecological, unwanton oligards? #p2 #bernie2016 #SemST",AGAINST
501,"Gay marriage is a minor setback for Fox News. Tune in for a full collapse on November 8, 2016. Lots of tears and broken hearts. #SemST",NONE
137,@LindaSuhler and the sheeple will still vote for her #SemST,AGAINST
175,"RT @NicolaSturgeon: ""It's official: Hillary's running for president,"" says her campaign chief. Excellent! #SemST",FAVOR
96,".@davelevinthal Operating a shredder, now @hillaryclinton is WAY more adept at using THAT! #WakeUpAmerica #TCOT #OhHillNO! #SemST",AGAINST
331,@robin45208 @C4Constitution Thank you so much for RTs!!! #WakeUpAmerica  #SemST,AGAINST
370,@HillaryClinton R U desperate or what? 3rd Hillary tweet on my timeline 2day. NOT gonna vote 4 U! #SemST,AGAINST
181,Didn't think about that. Don't think I'd ever vote for someone with dual citizenship. Can't believe it's legal. #Bernie #SemST,NONE
147,"@TarekFatah @anniekarni And Abedin's penumbra, the Muslim Brotherhood. Her connection is incontrovertible #HumaAbedin #SemST",AGAINST
55,"SCOTUS dealt a blow to Hillary Clintons last campaign 'promise'... What is she running on now? Corruption, lies, and deceit. #SemST",AGAINST
108,"Only in a SEXIST AS FUK world would we question the ""qualifications"" of a former SECRETARY OF STATE. #SemST",FAVOR
183,Hillary can't use a fucking fax machine but you idiots are going to vote for her to be President?  #SemST,AGAINST
127,I'm thinking #Hillary throws #Chelsea under the bus to end #Foundation firestorm.  #ClintonCash #TheGreaterGood #election2016 #SemST,AGAINST
105,RT @FutureTXLeader: Are y'all #TexasTech #RedRaiders ready for #MarcoRubio in #2016 #TTU #TexasTechUniversity #Rubio #Texas #N... #SemST,AGAINST
202,@LibtardLimbaugh @Mex38Tex @NRO Thanks so much for this article! #SemST,NONE
190,@moser_kristen  I love how you pay more attention to the democratic candidate than you own republican candidates #KnowTheEnemy #SemST,NONE
294,How much was Monica getting paid when Bill's burrito squirted sauce all over her pretty blue dress? @MauraReynolds @politico #SemST,AGAINST
284,"#SOCIALMEDIA is NOT for #sociopaths & #psychopaths. If you insult people u don't know, you are the above. Resign. #feelthebern #SemST",NONE
369,"Let's make Secretary Clinton, President Clinton - @AGMarkHerring @vademocrats #SemST",FAVOR
237,If you need me I'll be screaming like a little baby from now until about ten minutes after @HillaryClinton arrives in #PTown. #SemST,AGAINST
211,My liberty depends on you being free too. President Obama #SemST,NONE
267,@CorrectRecord is quite obsessed with emails and transparency. Why did Hillary Clinton destroy her emails? #clintonemail #SemST,AGAINST
476,Another #Hillary supporter committed to caucus tonight! One more step on the way to winning the Iowa caucus. #SemST,FAVOR
508,@LifeNewsHQ tolerance at its best! Do as I say not as I do #SemST,NONE
270,@realDonaldTrump not good when only @AnnCoulter defends you. Your big mouth & giant ego are your downfall #stupidisasstupiddoes #SemST,AGAINST
192,I want to go back in time to when men and women couldn't appear in the same yearbook as each other #old school #SemST,NONE
41,@ReCorwin She didn't even answer with a complete sentence LOL. #Legend #SemST,NONE
35,@RobBently @JonahNRO @BernieSanders Hillary campaign  will shortly announce that Sanders was born in Canada. Yeah that's it. #SemST,AGAINST
59,@lbush34 @HillaryClinton just defending my girl Hillary! #SemST,FAVOR
221,#HillaryClinton is hiring #Monsanto lawyers to help her become President. The next president shouldn't be aided by Monsanto #SemST,AGAINST
215,"Always aim high,work hard, & care deeply about what U believe in...when U stumble, keep faith. HILLARY CLINTON @Faith4Hillary #SemST",FAVOR
233,"Apparently, @BernieSanders fans don't like to see Hillary's name even implied.  #SheWhoShallNotBeNamedBecauseShesWinning #SemST",FAVOR
448,@ConservatveGurl those of us that also have a brain will be voting against Hillary... #SemST,AGAINST
149,"Wow RT ""@greta Baltimore Orioles to play tomorrow but no public allowed"" #BaltimoreRiots #FreddieGray #ThanksObama #WakeUpAmerica #SemST",NONE
500,How anyone can believe a single word that comes out of that woman's mouth is beyond me... #SemST,AGAINST
298,@PoliticalShort She would have to have a conscious to be haunted. @jlconnell66 #killary #Marxism  #SemST,AGAINST
94,I'm really excited for 2016 after finding out the amount @HillaryClinton raised. We got this. #SemST,AGAINST
54,Was asked by @HillaryClinton to help with her campaign. Gladly (excitedly) accepted! #SemST,FAVOR
33,@JebBush you are set to lose if ur campaign is based on critics instead of proposing #bushfail #SemST,NONE
245,"Why does the "" shit barometer "" always rise when Republicans speak? #USA #July4 #SemST",AGAINST
275,"Dick Morris: @HillaryClinton is ""fundamentally corrupt"". He should know! #copolitics  #wcs15 #SemST",AGAINST
274,"@WoodenThreat @ProudInfidel33 ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #SemST",AGAINST
293,EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.   #SemST,FAVOR
418,It is offensive when the mexican flag flies on US soil. California state capital. #Lovewins #univision #foxnews #DonaldTrump #SemST,AGAINST
111,@HillaryClinton Says the millionaire politician who accepts $$$ from countries that execute gays. #Hypocrite #WakeUpAmerica #SemST,AGAINST
87,"@mizerello @meetthepress at least he didn't lose an embassy, cover up a murder, or burn govt emails. #SemST",AGAINST
363,Getting another @HillaryClinton bumper sticker because #LoveWins and 2 just wasn't enough #SemST,FAVOR
166,"#DemocRAT2014Slogans: ""Why work? When you can VOTE DemocRAT - twice!"" #tcot #SemST",AGAINST
310,My sexy daddy Obama had two wins this week. Happy for him & democrats   #SemST,NONE
292,Hillary is on her way to #Baltimore to be their champion. #BaltimoreRiots #SemST,FAVOR
350,Hillary had just enough time to doctor her email inbox to her advantage before releasing them.... hahaha #justkidding #SemST,AGAINST
165,@Xxoax @HillaryClinton @MaryMorientes   @BarackObama The whole #world is supporting you. #SemST,FAVOR
475,@tedcruz won't be there. I'm supporting @HillaryClinton for President. #lgbtrights #ACAWorks #SemST,FAVOR
323,"@koolkat14215 Haha, I LOVE your header! #SemST",NONE
223,"@HillaryforIA come on, Iowa! For better USA and the ROW #SemST",FAVOR
425,"@HillaryClinton Your treatment of the press, Amb Stevens' fam, and the intel of the American ppl is enough to send you to jail #SemST",AGAINST
394,"Saudi Arabia imprisons & flogs rape victims. ""Women's champion"" @HillaryClinton has accepted MILLIONS $$$ from Saudi govt #tcot #SemST",AGAINST
136,@therealjenappel IM HIGH ON HASHTAGS RIGHT NOW I CANT HELP MYSELF #mypresident #SemST,NONE
318,You don't have to be a lawyer to know the Clintons violated ethics rules. #SemST,AGAINST
74,And the working american tax payer keeps on paying for the unethical liberals who want to destroy this great country of ours. #SemST,AGAINST
250,"Hilary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal. #SemST",AGAINST
107,Whatever is the GOP going to do now with both marriage equality and the ACA? Going to be fun to watch! #SemST,NONE
496,@HillaryClinton I notice that you didn't condemn the lawless actions of the rioters. #SemST,AGAINST
324,Why is Hillary lying AGAIN about something news worthy? What's news worthy is if she doesn't lie about something #SemST,AGAINST
359,Just think how many emails Hillary Clinton can delete with today's #leapsecond #SemST,AGAINST
197,Marriage equality a constitutional right! Woot #HRC2016 #hillaryclinton #readyforhillary #vote #hillaryfor2016 ##mpotus #SemST,FAVOR
72,"A body-cam on every cop, private servers for Cabinet Secretaries. #SemST",NONE
199,@Ered604 welcome 2 Twitter~PROUD to be #UNITEBLUE~  #WarOnWomen  #worldpeace  #tngov #TN #socialjustice #AllLivesMatter #unity #SemST,NONE
295,Spoke to @HillaryClinton today in NYC. Wow! So smart and impressive!!! #SemST,FAVOR
387,"@SCOTUS_Scalia Right. Words no longer have meaning. Like Clintons,""It depends on what the meaning of 'is' is."" More if we don't #SemST",AGAINST
104,"Gov. Chafee, why are you trying to make fetch happen. It's not going to happen. #SemST",NONE
342,Great to see my mentor @RepSusanDavis at #DCinSD. And she's right we have the most qualified candidate ever running for POTUS. #SemST,FAVOR
241,Very simple: the Clinton's are corrupt. #SemST,AGAINST
255,Bill Clinton just wants to be the first dude to be President and bang one. #SemST,NONE
262,Clinton entitlement is the proverbial American hemorrhoid #tcot #Opinionated #SemST,AGAINST
75,@RandPaul @HillaryClinton you could never dream to be as intelligent as she is #SemST,FAVOR
118,@HillaryClinton Hahahaha how much are you going to charge them!!!! #NoHillary2016 #SemST,AGAINST
506,"@ReformedBroker ""to da honies gittin money playing #bleep words like dummies"" #POPPA #SemST",NONE
167,"I am having a really tough time seeing any leaders running for POTUS, quess I will have to wait and see what happens. #SemST",NONE
225,"Pundits say Jim Webb facing uphill battle with Hillary.  Really, it's with Bernie for the anti-Hillary vote.  #JimWebb #SemST",AGAINST
9,@roughcountry451 @vendettajane Fortunately Bryan he does not have a saying on that  #freeallfour #SemST,AGAINST
187,"@asphaultangel13 Afterall, they're just a poor black family trying to pay the bills!  @crousselle #WhyImNotVotingForHillary #TCOT #SemST",AGAINST
80,"#TheDonald can't keep a beauty pageant afloat and wants to be the President?  Aw, hell no. #SemST",AGAINST
309,@HillaryClinton Where are the #LGBT pride condoms #BillClinton used when he assaulted #MonicaLewinsky? #HillaryClinton #tlot #SemST,AGAINST
